2016-02-19 16:03:38,922 |OFBiz-config-0       |DatabaseUtil                  |W| Table named [WEB_PAGE] exists in the database but has no corresponding entity
2016-02-19 16:03:39,670 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [  8] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_paypal.xml
2016-02-19 16:03:39,670 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [  5] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_cybersource.xml
2016-02-19 16:03:39,675 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [ 10] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_rita.xml
2016-02-19 16:03:39,680 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [ 21] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_valuelink.xml
2016-02-19 16:03:39,694 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [ 80] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_ledger.xml
2016-02-19 16:03:39,697 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [ 92] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_paymentmethod.xml
2016-02-19 16:03:39,698 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [  5] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_orbital.xml
2016-02-19 16:03:39,701 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [ 12] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_perm.xml
2016-02-19 16:03:39,702 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [  5] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_securepay.xml
2016-02-19 16:03:39,706 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [  4] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_upgrade.xml
2016-02-19 16:03:39,717 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [109] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/humanres/servicedef/services.xml
2016-02-19 16:03:39,719 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [123] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services.xml
2016-02-19 16:03:39,725 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [  4] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_pccharge.xml
2016-02-19 16:03:39,726 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [ 14] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_cart.xml
2016-02-19 16:03:39,731 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [ 22] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_request.xml
2016-02-19 16:03:39,732 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [ 32] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_quote.xml
2016-02-19 16:03:39,734 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [ 11] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/services_verisign.xml
2016-02-19 16:03:39,737 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [ 21] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_requirement.xml
2016-02-19 16:03:39,738 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [  3] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_upgrade.xml
2016-02-19 16:03:39,741 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [  3] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_checkout.xml
2016-02-19 16:03:39,741 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [  5] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_olap.xml
2016-02-19 16:03:39,745 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [ 11] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/marketing/servicedef/services_opportunity.xml
2016-02-19 16:03:39,749 |OFBiz-config-3       |ModelServiceReader            |I| Loaded [  6] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/servicedef/services.xml
2016-02-19 16:03:39,750 |OFBiz-config-1       |ModelServiceReader            |I| Loaded [ 64] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/marketing/servicedef/services.xml
2016-02-19 16:03:39,751 |OFBiz-config-2       |ModelServiceReader            |I| Loaded [ 16] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_shoppinglist.xml
2016-02-19 16:03:39,755 |OFBiz-config-0       |ModelServiceReader            |I| Loaded [ 53] Services from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/services_return.xml
2016-02-19 16:03:39,765 |OFBiz-config-1       |ServiceEcaUtil                |I| Loaded [  0] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/servicedef/secas_cdyne.xml
2016-02-19 16:03:39,766 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [  4] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/servicedef/secas_test.xml
2016-02-19 16:03:39,767 |OFBiz-config-2       |ServiceEcaUtil                |I| Loaded [  3] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/service/servicedef/secas_test_se.xml
2016-02-19 16:03:39,769 |OFBiz-config-1       |ServiceEcaUtil                |I| Loaded [ 28] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/servicedef/secas.xml
2016-02-19 16:03:39,771 |OFBiz-config-0       |ServiceEcaUtil                |I| Loaded [ 22] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/party/servicedef/secas.xml
2016-02-19 16:03:39,771 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [ 10] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/workeffort/servicedef/secas.xml
2016-02-19 16:03:39,774 |OFBiz-config-1       |ServiceEcaUtil                |I| Loaded [ 23] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/servicedef/secas_shipment.xml
2016-02-19 16:03:39,774 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [  4] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/manufacturing/servicedef/secas.xml
2016-02-19 16:03:39,777 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [  8] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/secas_payment.xml
2016-02-19 16:03:39,778 |OFBiz-config-1       |ServiceEcaUtil                |I| Loaded [ 21] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/secas.xml
2016-02-19 16:03:39,804 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [ 22] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/secas_ledger.xml
2016-02-19 16:03:39,806 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [  6] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/secas_invoice.xml
2016-02-19 16:03:39,813 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [ 76] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/servicedef/secas.xml
2016-02-19 16:03:39,816 |OFBiz-config-0       |ServiceEcaUtil                |I| Loaded [  2] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/servicedef/secas_olap.xml
2016-02-19 16:03:39,820 |OFBiz-config-0       |ServiceEcaUtil                |I| Loaded [  0] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/servicedef/secas.xml
2016-02-19 16:03:39,824 |OFBiz-config-1       |ServiceEcaUtil                |I| Loaded [  1] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/servicedef/secas_olap.xml
2016-02-19 16:03:39,825 |OFBiz-config-2       |ServiceEcaUtil                |I| Loaded [ 24] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/servicedef/secas.xml
2016-02-19 16:03:39,833 |OFBiz-config-3       |ServiceEcaUtil                |I| Loaded [ 10] Service ECA Rules from file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/marketing/servicedef/secas.xml
2016-02-19 16:03:39,834 |main                 |ServiceDispatcher             |I| Registering dispatcher: entity-default
2016-02-19 16:03:39,834 |main                 |ServiceContainer              |I| Created new dispatcher [entity-default] (main)
2016-02-19 16:03:39,850 |OFBiz-config-0       |EntityEcaUtil                 |I| Loaded [ 11] Entity ECA definitions from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/entitydef/eecas.xml in loader main
2016-02-19 16:03:39,850 |OFBiz-config-1       |EntityEcaUtil                 |I| Loaded [  4] Entity ECA definitions from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/workeffort/entitydef/eecas.xml in loader main
2016-02-19 16:03:39,851 |OFBiz-config-2       |EntityEcaUtil                 |I| Loaded [  2] Entity ECA definitions from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/accounting/entitydef/eecas.xml in loader main
2016-02-19 16:03:39,850 |OFBiz-config-3       |EntityEcaUtil                 |I| Loaded [ 14] Entity ECA definitions from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/entitydef/eecas.xml in loader main
2016-02-19 16:03:39,855 |OFBiz-config-0       |EntityEcaUtil                 |I| Loaded [  3] Entity ECA definitions from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/entitydef/eecas.xml in loader main
2016-02-19 16:03:39,971 |main                 |CatalinaContainer             |I| createHost(StandardEngine[default-server], 0.0.0.0)
2016-02-19 16:03:39,983 |main                 |CatalinaContainer             |I| Creating connector for address='0.0.0.0' port='8009' protocol='ajp'
2016-02-19 16:03:40,016 |main                 |CatalinaContainer             |I| Creating connector for address='0.0.0.0' port='8080' protocol='http'
2016-02-19 16:03:40,024 |main                 |CatalinaContainer             |I| Creating connector for address='0.0.0.0' port='8443' protocol='https'
2016-02-19 16:03:40,027 |main                 |ContainerLoader               |I| Loaded component's container: catalina-container
2016-02-19 16:03:40,029 |main                 |ContainerLoader               |I| [Startup] Starting containers...
2016-02-19 16:03:40,030 |main                 |ContainerLoader               |I| Starting container component-container
2016-02-19 16:03:40,030 |main                 |ContainerLoader               |I| Started container component-container
2016-02-19 16:03:40,030 |main                 |ContainerLoader               |I| Starting container classloader-container
2016-02-19 16:03:40,030 |main                 |ContainerLoader               |I| Started container classloader-container
2016-02-19 16:03:40,030 |main                 |ContainerLoader               |I| Starting container naming-container
2016-02-19 16:03:40,037 |main                 |ContainerLoader               |I| Started container naming-container
2016-02-19 16:03:40,037 |main                 |ContainerLoader               |I| Starting container service-container
2016-02-19 16:03:40,037 |main                 |ContainerLoader               |I| Started container service-container
2016-02-19 16:03:40,037 |main                 |ContainerLoader               |I| Starting container rmi-dispatcher
2016-02-19 16:03:40,039 |main                 |ServiceDispatcher             |I| Registering dispatcher: RMIDispatcher
2016-02-19 16:03:40,039 |main                 |ServiceContainer              |I| Created new dispatcher [RMIDispatcher] (main)
2016-02-19 16:03:40,386 |main                 |ContainerLoader               |I| Started container rmi-dispatcher
2016-02-19 16:03:40,386 |main                 |ContainerLoader               |I| Starting container catalina-container
2016-02-19 16:03:40,571 |main                 |CatalinaContainer             |I| createContext(ecomclone)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ecommerce)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ordermgr-js)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ofbizsetup)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(SalesForceAutomation)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(marketing)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(order)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(humanres)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ap)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ar)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(accounting)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(manufacturing)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(facility)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(catalog)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(ical)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(workeffort)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(content)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(party)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(tomahawk)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(flatgrey)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(images)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(webtools)
2016-02-19 16:03:40,574 |main                 |CatalinaContainer             |I| createContext(bi)
2016-02-19 16:03:40,645 |catalina-startup-2   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/ecomclone])
2016-02-19 16:03:40,645 |catalina-startup-3   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/ofbizsetup])
2016-02-19 16:03:40,645 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/ordermgr-js])
2016-02-19 16:03:40,645 |catalina-startup-0   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/ecommerce])
2016-02-19 16:03:40,924 |catalina-startup-3   |ServiceDispatcher             |I| Registering dispatcher: setup
